,SchoolTo,SchoolToYear,SchoolFrom,SchoolFromYear,Subject,SchoolToCourseDept,SchoolToCourseNo,SchoolToCourseTitle,SchoolToCourseUnits,SchoolFromCourseDept,SchoolFromCourseNo,SchoolFromCourseTitle,SchoolFromCourseUnits
3,"University of California, Berkeley",2019-2020,Santiago Canyon College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Reedley College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Merritt College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Oxnard College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Grossmont College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Mission College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Los Angeles Valley College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Columbia College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Berkeley City College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Rio Hondo College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Ohlone College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Woodland Community College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Long Beach City College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Ventura College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Glendale Community College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,College of the Sequoias,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Mount San Antonio College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Foothill College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Los Angeles City College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Irvine Valley College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Las Positas College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Imperial Valley College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,West Hills College Lemoore,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,San Jose City College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Golden West College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Taft College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Fullerton College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,San Diego Miramar College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Antelope Valley College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,MiraCosta College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Cerritos College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Shasta College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Palo Verde College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,San Diego City College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Napa Valley College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,West Valley College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Mendocino College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Sacramento City College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Los Medanos College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Canada College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Orange Coast College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Lassen Community College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Evergreen Valley College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
3,"University of California, Berkeley",2019-2020,Los Angeles Mission College,2019-2020,Native American Studies,NATAMST,72,Native Americans in North America 1900-Present,4,,,,
0,"University of California, Berkeley",2019-2020,Sacramento City College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,ETHNS,350,Introduction to Native American Studies,3
0,"University of California, Berkeley",2019-2020,Foothill College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,ANTH,4,First Peoples of North America,4
0,"University of California, Berkeley",2019-2020,San Bernardino Valley College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Riverside City College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Sierra College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2018-2019,West Los Angeles College,2018-2019,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,San Joaquin Delta College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Folsom Lake College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,De Anza College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Los Angeles Southwest College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Lake Tahoe Community College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Santa Monica College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Pasadena City College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Cerro Coso Community College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,West Hills College Coalinga,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Porterville College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Chaffey College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Santa Ana College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Crafton Hills College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Los Angeles Trade Technical College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Los Angeles Harbor College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Saddleback College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Los Angeles Pierce College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Modesto Junior College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Southwestern College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Victor Valley College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Bakersfield College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Mt. San Jacinto College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Hartnell College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Norco College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Solano Community College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Laney College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Palomar College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Yuba College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Skyline College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Citrus College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Merced College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Santiago Canyon College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Reedley College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Merritt College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Oxnard College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Grossmont College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Mission College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Los Angeles Valley College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Santa Barbara City College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Columbia College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Berkeley City College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Rio Hondo College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Ohlone College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Woodland Community College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Long Beach City College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Ventura College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Glendale Community College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,College of the Sequoias,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,San Diego Mesa College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Mount San Antonio College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Los Angeles City College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Irvine Valley College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Las Positas College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Santa Rosa Junior College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Imperial Valley College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,West Hills College Lemoore,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,San Jose City College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Golden West College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Taft College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Fullerton College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,San Diego Miramar College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Antelope Valley College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,MiraCosta College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Cerritos College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Shasta College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Palo Verde College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,San Diego City College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Napa Valley College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,West Valley College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Mendocino College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Los Medanos College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Canada College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Orange Coast College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Lassen Community College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Evergreen Valley College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
0,"University of California, Berkeley",2019-2020,Los Angeles Mission College,2019-2020,Native American Studies,NATAMST,20A,Introduction to Native American Studies,4,,,,
1,"University of California, Berkeley",2019-2020,Santa Rosa Junior College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,ANTHRO,43,Native American Art and Culture,3
1,"University of California, Berkeley",2019-2020,Sacramento City College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,ANTH,334,Native Peoples of North America,3
1,"University of California, Berkeley",2019-2020,San Bernardino Valley College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Riverside City College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Sierra College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2018-2019,West Los Angeles College,2018-2019,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,San Joaquin Delta College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Folsom Lake College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,De Anza College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Los Angeles Southwest College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Lake Tahoe Community College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Santa Monica College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Pasadena City College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Cerro Coso Community College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,West Hills College Coalinga,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Porterville College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Chaffey College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Santa Ana College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Crafton Hills College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Los Angeles Trade Technical College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Los Angeles Harbor College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Saddleback College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Los Angeles Pierce College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Modesto Junior College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Southwestern College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Victor Valley College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Bakersfield College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Mt. San Jacinto College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Hartnell College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Norco College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Solano Community College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Laney College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Palomar College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Yuba College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Skyline College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Citrus College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Merced College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Santiago Canyon College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Reedley College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Merritt College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Oxnard College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Grossmont College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Mission College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Los Angeles Valley College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Santa Barbara City College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Columbia College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Berkeley City College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Rio Hondo College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Ohlone College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Woodland Community College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Long Beach City College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Ventura College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Glendale Community College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,College of the Sequoias,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,San Diego Mesa College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Mount San Antonio College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Foothill College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Los Angeles City College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Irvine Valley College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Las Positas College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
1,"University of California, Berkeley",2019-2020,Imperial Valley College,2019-2020,Native American Studies,NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",4,,,,
